customer_id,annual_income,loan_amount,loan_purpose,credit_score,repayment_history,transaction_count,spending_ratio,default_flag
CUST0788,620047.0,284337.42,Education,721.53,0.0,50,49.28,1
CUST0789,544104.31,653679.97,Business,697.27,1.0,37,42.81,0
CUST0790,655185.72,378050.68,Car,681.49,0.0,44,52.45,1
CUST0791,926379.33,412031.28,Car,756.27,3.0,43,34.92,0
CUST0792,470611.25,440039.56,Home,690.8,1.0,46,71.52,0
CUST0793,723353.46,301948.23,Business,724.14,1.0,34,16.19,0
CUST0794,1141505.66,1147476.63,Other,538.53,1.0,48,62.0,1
CUST0795,375990.39,241536.51,Education,613.62,0.0,50,17.48,1
CUST0796,181231.03,100211.64,Car,753.71,1.0,35,30.87,0
CUST0797,940034.93,631389.83,Home,646.55,2.0,54,58.43,0
CUST0798,2574992.19,1800000.0,Home,599.3,3.0,37,16.44,0
CUST0799,647376.02,318310.63,Home,731.68,0.0,45,48.91,1
CUST0800,726352.24,682379.64,Education,690.09,2.0,37,22.67,1
CUST0801,552402.93,379336.7,Other,663.55,2.0,43,27.72,0
CUST0802,1556828.2,1027254.41,Home,788.09,1.0,50,27.09,1
CUST0803,622787.92,426450.53,Home,776.93,1.0,38,22.99,0
CUST0804,586611.1,546854.68,Education,677.79,3.0,43,18.95,1
CUST0805,1072714.32,1131028.78,Car,736.95,0.0,53,126.76,0
CUST0806,498011.03,210625.87,Business,544.48,0.0,39,41.08,0
CUST0807,320663.03,64087.15,Car,761.07,0.0,43,24.24,0
CUST0808,1055993.78,1001203.96,Car,619.37,1.0,43,33.97,0
CUST0809,469477.98,88856.48,Home,595.61,1.0,37,45.83,0
CUST0810,380113.29,469715.89,Home,573.96,1.0,38,37.24,0
CUST0811,2063169.87,1552983.69,Education,568.93,1.0,41,23.88,1
CUST0812,589187.29,552524.87,Home,760.22,1.0,43,28.7,1
CUST0813,853031.7,322529.85,Car,731.02,1.0,49,81.41,1
CUST0814,660642.53,375393.21,Car,640.22,0.0,35,22.32,0
CUST0815,399213.61,341695.6,Home,745.57,1.0,26,16.58,0
CUST0816,949713.97,973667.64,Home,651.33,1.0,42,37.07,0
CUST0817,772777.22,829197.85,Education,711.04,2.0,47,17.13,0
CUST0818,452285.43,134538.26,Business,658.65,0.0,53,28.55,0
CUST0819,824871.03,219950.28,Other,682.2,0.0,28,24.06,0
CUST0820,489851.27,62779.06,Home,630.97,1.0,38,24.17,0
CUST0821,354071.87,384915.94,Home,640.61,2.0,35,46.59,0
CUST0822,334907.83,112388.54,Home,725.37,2.0,43,51.17,0
CUST0823,754084.63,132341.86,Car,735.81,2.0,47,30.08,1
CUST0824,526615.33,166306.25,Education,663.08,0.0,43,42.93,1
CUST0825,1484613.24,797605.75,Business,590.84,1.0,47,29.34,0
CUST0826,634822.48,734071.77,Business,850.0,0.0,47,54.99,1
CUST0827,422044.41,382546.82,Home,692.39,1.0,37,21.5,0
CUST0828,708940.83,304388.33,Car,710.29,4.0,33,48.88,0
CUST0829,318979.02,173537.86,Other,608.01,1.0,48,50.76,1
CUST0830,620608.33,293795.13,Car,768.99,0.0,41,144.7,0
CUST0831,774729.62,30000.0,Car,778.91,1.0,37,18.72,0
CUST0832,723855.75,310272.5,Other,578.98,0.0,40,169.79,0
CUST0833,1330769.1,1123364.23,Business,683.34,0.0,45,65.69,1
CUST0834,2712447.88,755701.69,Business,678.27,1.0,37,112.2,1
CUST0835,940339.44,392934.19,Home,845.25,0.0,39,70.76,0
CUST0836,1243033.87,631386.53,Car,783.83,0.0,40,28.08,0
CUST0837,2632993.86,1800000.0,Home,595.7,3.0,39,62.53,1
CUST0838,373735.43,199111.42,Education,642.68,2.0,49,32.26,0
CUST0839,698417.76,731408.42,Home,631.96,1.0,57,43.06,1
CUST0840,499733.16,419491.61,Business,714.16,2.0,46,25.01,0
CUST0841,1033218.64,879348.81,Business,792.19,1.0,40,32.05,0
CUST0842,754732.04,98996.02,Education,697.1,1.0,51,70.47,1
CUST0843,414401.2,312036.25,Home,722.58,4.0,32,56.02,1
CUST0844,653925.65,114872.82,Home,646.82,2.0,47,75.1,1
CUST0845,1156068.0,641771.1,Business,722.23,0.0,54,22.37,1
CUST0846,317324.15,316828.52,Education,659.33,0.0,40,17.66,0
CUST0847,419235.52,342643.4,Business,583.35,0.0,43,78.06,1
CUST0848,386051.61,584342.53,Car,718.01,0.0,45,75.23,0
CUST0849,777816.37,517614.41,Car,689.36,0.0,37,50.02,0
CUST0850,1285954.09,1388674.27,Business,618.68,1.0,47,55.49,0
CUST0851,215210.88,181181.0,Car,796.95,2.0,40,69.35,1
CUST0852,684638.92,687841.3,Education,640.18,2.0,48,49.28,0
CUST0853,390977.87,396614.29,Business,729.59,0.0,41,58.85,1
CUST0854,1129967.2,1220703.01,Home,666.43,0.0,33,67.63,0
CUST0855,570572.25,592168.24,Home,790.33,1.0,44,42.94,0
CUST0856,698435.64,410272.18,Education,674.56,0.0,47,37.86,0
CUST0857,649522.2,185313.85,Home,581.15,0.0,35,54.47,0
CUST0858,1206275.39,1012515.66,Business,742.65,1.0,44,139.63,1
CUST0859,2005642.43,1800000.0,Business,790.07,1.0,37,29.45,0
CUST0860,348245.06,183402.06,Business,662.21,1.0,31,36.28,0
CUST0861,384931.92,316650.7,Education,734.13,1.0,37,18.7,0
CUST0862,775723.55,751032.08,Home,698.41,1.0,53,55.93,0
CUST0863,414864.13,202866.68,Home,665.12,1.0,38,34.53,0
CUST0864,1086203.03,514845.23,Business,744.65,1.0,37,22.34,0
CUST0865,1186469.02,659424.05,Home,638.0,1.0,47,43.59,0
CUST0866,481234.84,121149.97,Business,692.11,0.0,48,95.01,0
CUST0867,427103.71,405010.69,Business,706.73,2.0,40,37.74,0
CUST0868,558829.21,591015.2,Car,704.37,2.0,44,39.5,1
CUST0869,688270.81,713272.55,Car,639.6,0.0,58,93.18,1
CUST0870,772886.97,342304.31,Education,823.87,0.0,47,44.89,0
CUST0871,188278.64,30000.0,Business,772.05,2.0,36,24.6,0
CUST0872,381790.42,298537.69,Home,754.38,1.0,44,63.51,0
CUST0873,520462.44,351667.29,Other,783.16,1.0,43,78.96,0
CUST0874,419317.43,157991.97,Education,694.47,0.0,42,40.71,0
CUST0875,150000.0,117181.11,Other,665.87,1.0,43,48.03,0
CUST0876,230066.3,226684.52,Home,619.21,2.0,32,23.36,1
CUST0877,317039.12,101531.81,Home,644.28,0.0,39,29.12,0
CUST0878,610065.33,693427.95,Business,624.09,0.0,45,38.1,1
CUST0879,511353.51,140920.71,Business,655.67,2.0,35,46.76,0
CUST0880,459256.73,30000.0,Car,707.97,1.0,42,33.01,1
CUST0881,1007327.02,59009.61,Business,749.41,1.0,44,37.39,0
CUST0882,1007115.8,563949.55,Business,747.61,2.0,49,42.3,0
CUST0883,705867.56,537050.76,Home,613.85,2.0,55,27.32,1
CUST0884,694393.3,673801.79,Education,734.79,4.0,46,39.34,1
CUST0885,405779.16,272400.06,Business,764.35,2.0,46,80.21,0
CUST0886,433385.04,461494.74,Car,673.47,1.0,40,33.4,1
CUST0887,254109.48,38681.47,Car,767.85,2.0,37,28.68,0
CUST0888,566263.25,509595.72,Business,746.93,1.0,44,127.64,0
CUST0889,1001375.74,188311.78,Car,607.8,0.0,46,50.37,0
CUST0890,1369024.62,711767.47,Home,832.46,1.0,50,30.58,1
CUST0891,568126.12,501210.65,Other,643.48,3.0,52,62.08,1
CUST0892,851832.76,861926.76,Education,752.23,1.0,44,51.15,0
CUST0893,150000.0,179370.34,Business,749.88,2.0,39,33.84,1
CUST0894,512275.1,191150.68,Business,610.44,0.0,42,43.91,1
CUST0895,505714.89,213753.31,Home,701.63,0.0,43,38.9,0
CUST0896,1476035.32,1730285.94,Home,749.08,1.0,51,73.83,0
CUST0897,806808.04,178344.72,Car,609.75,3.0,40,63.27,0
CUST0898,853045.46,234303.07,Car,696.48,0.0,41,15.41,0
CUST0899,829027.17,201237.02,Education,754.52,1.0,42,116.53,0
CUST0900,666450.5,370878.97,Education,758.72,1.0,48,38.96,0
CUST0901,1509861.64,609130.89,Car,664.19,0.0,47,106.47,1
CUST0902,,33718.07,Home,790.38,1.0,34,64.37,0
CUST0903,704429.38,395002.96,Car,774.86,1.0,44,50.95,0
CUST0904,1209985.83,1277119.49,Education,705.68,2.0,34,42.93,0
CUST0905,229684.35,38348.26,Car,647.17,2.0,43,178.76,0
CUST0906,1030528.63,382885.91,Home,614.22,2.0,41,39.28,0
CUST0907,427661.75,270551.92,Education,714.54,1.0,50,32.17,1
CUST0908,690469.03,445056.38,Home,785.19,0.0,40,33.65,0
CUST0909,423170.3,304843.21,Car,680.44,0.0,46,45.02,0
CUST0910,1101585.5,1106612.18,Business,634.16,0.0,39,44.98,0
CUST0911,554669.99,87351.78,Home,743.62,2.0,41,74.34,1
CUST0912,1035004.07,967056.01,Education,701.34,2.0,56,65.75,0
CUST0913,825842.25,521597.99,Car,723.53,3.0,48,65.79,0
CUST0914,420055.35,82476.1,Home,655.86,2.0,42,40.15,1
CUST0915,856620.43,1039565.6,Home,665.96,1.0,35,63.11,0
CUST0916,451244.53,445087.04,Other,655.55,0.0,42,66.51,1
CUST0917,673334.89,168277.75,Education,722.45,2.0,38,43.25,0
CUST0918,549135.63,113336.19,Other,667.94,0.0,37,51.74,0
CUST0919,1066272.17,384019.79,Education,728.51,1.0,48,66.47,1
CUST0920,874935.01,642160.84,Education,649.61,1.0,39,50.01,0
CUST0921,639109.31,116988.03,Car,722.34,0.0,48,52.45,0
CUST0922,445782.38,46760.52,Car,735.75,1.0,40,90.94,1
CUST0923,323444.34,146113.2,Home,711.55,0.0,38,50.21,0
CUST0924,700352.23,623299.88,Car,749.61,1.0,52,33.21,1
CUST0925,459074.44,479872.39,Car,658.71,1.0,44,22.96,0
CUST0926,231383.03,188106.84,Home,735.02,5.0,43,47.62,1
CUST0927,312766.42,30000.0,Home,705.17,2.0,45,38.13,0
CUST0928,1589546.1,1670371.58,Home,637.37,3.0,55,67.41,1
CUST0929,452137.05,293108.4,Car,566.04,0.0,38,99.04,1
CUST0930,1178693.49,1347110.33,Education,579.94,1.0,48,26.89,0
CUST0931,534223.89,435440.88,Business,546.46,1.0,50,28.9,0
CUST0932,1285290.53,785095.3,Car,717.7,2.0,46,44.46,0
CUST0933,1235106.61,1096455.61,Home,668.89,0.0,47,30.17,0
CUST0934,412749.09,137107.29,Car,695.67,1.0,41,40.27,0
CUST0935,217801.86,240338.91,Business,678.27,2.0,53,34.42,1
CUST0936,228182.58,302634.79,Home,727.81,1.0,57,27.19,1
CUST0937,416634.17,423636.87,Education,729.71,1.0,40,68.01,0
CUST0938,1837702.26,1800000.0,Car,692.79,2.0,34,46.73,0
CUST0939,518615.74,455432.63,Home,696.72,4.0,54,112.38,0
CUST0940,704055.04,344971.74,Car,699.32,1.0,35,53.85,1
CUST0941,1331162.15,281246.11,Home,780.47,4.0,50,85.71,1
CUST0942,690661.0,424265.65,Business,559.7,1.0,42,31.26,1
CUST0943,677705.23,438438.5,Car,646.42,0.0,49,31.06,0
CUST0944,915469.57,334552.52,Education,746.24,1.0,43,136.61,0
CUST0945,761968.89,139537.4,Education,762.01,3.0,47,33.19,1
CUST0946,615395.69,565725.51,Education,717.77,4.0,46,28.0,0
CUST0947,437105.78,361181.81,Car,678.03,0.0,37,25.05,0
CUST0948,678674.24,843849.98,Home,811.0,3.0,37,117.28,1
CUST0949,1186653.28,1076532.46,Car,701.56,2.0,38,39.22,1
CUST0950,1732074.13,1669767.13,Home,692.0,1.0,38,55.06,0
CUST0951,763356.01,600639.82,Business,776.57,1.0,41,48.54,1
CUST0952,984674.36,1205221.52,Home,720.91,2.0,53,31.34,1
CUST0953,753948.64,601565.58,Education,751.09,1.0,35,38.8,1
CUST0954,619517.66,572772.5,Home,758.7,1.0,45,68.68,0
CUST0955,862481.55,987215.82,Other,665.79,3.0,44,24.38,0
CUST0956,1250258.27,1354563.15,Car,804.9,1.0,46,63.04,0
CUST0957,399204.31,327825.11,Car,529.96,2.0,45,92.17,1
CUST0958,292570.07,49854.27,Other,561.32,2.0,47,52.08,1
CUST0959,484839.46,113465.78,Car,645.79,0.0,39,87.65,0
CUST0960,730249.63,293183.69,Other,662.48,2.0,45,22.67,1
CUST0961,1048799.81,325109.55,Home,713.57,2.0,40,18.02,0
CUST0962,377187.74,66934.57,Car,645.19,0.0,45,50.8,1
CUST0963,165381.56,30000.0,Education,689.23,3.0,42,33.57,0
CUST0964,491162.78,387181.99,Business,676.67,0.0,38,69.83,0
CUST0965,584244.49,527266.15,Home,820.29,1.0,42,38.53,0
CUST0966,342997.08,189726.69,Other,637.68,1.0,36,48.44,1
CUST0967,428856.49,320777.51,Education,580.6,0.0,42,46.86,0
CUST0968,1047307.89,980628.71,Business,762.74,1.0,42,47.61,1
CUST0969,678536.59,343098.28,Car,643.59,0.0,58,34.31,0
CUST0970,786084.68,852937.95,Home,684.04,1.0,39,22.74,1
CUST0971,534508.23,99267.72,Other,648.0,1.0,38,40.33,0
CUST0972,429323.9,112389.92,Other,737.92,0.0,33,92.91,0
CUST0973,532391.08,312285.63,Car,600.67,1.0,53,33.19,0
CUST0974,855218.05,321763.33,Home,508.05,0.0,47,33.1,0
CUST0975,286215.85,132336.66,Home,774.22,1.0,36,48.69,0
CUST0976,1610928.51,762360.67,Education,706.09,0.0,40,24.98,0
CUST0977,891713.18,327559.94,Home,759.72,1.0,48,74.32,0
CUST0978,484074.25,230583.73,Car,772.04,1.0,47,26.2,0
CUST0979,1016729.39,395355.67,Car,630.43,0.0,43,38.94,0
CUST0980,1273169.0,963675.77,Business,693.94,2.0,48,160.15,0
CUST0981,542011.08,467758.14,Home,722.85,1.0,44,25.42,1
CUST0982,577004.88,181593.17,Car,682.96,0.0,44,93.96,1
CUST0983,1477908.48,494546.79,Education,669.71,1.0,50,47.81,0
CUST0984,2084759.32,228666.58,Education,676.11,1.0,38,51.31,0
CUST0985,660608.89,85197.58,Car,760.43,3.0,36,30.02,1
CUST0986,343763.69,462736.18,Car,673.16,2.0,37,67.09,1
CUST0987,501769.66,30000.0,Business,729.01,3.0,47,37.48,1
CUST0988,1147259.14,1125370.67,Business,712.55,2.0,34,25.35,0
CUST0989,368836.68,376528.27,Business,627.33,2.0,42,93.18,0
CUST0990,579645.44,177016.6,Other,709.63,0.0,52,37.1,0
CUST0991,763485.43,552814.07,Business,589.99,2.0,46,17.76,1
CUST0992,391301.86,484162.31,Business,716.09,3.0,46,39.34,0
CUST0993,1187982.03,1177298.66,Home,747.92,0.0,44,67.4,1
CUST0994,952085.17,671709.11,Car,762.89,0.0,47,62.23,0
CUST0995,1962987.08,1800000.0,Car,628.08,0.0,47,32.66,0
CUST0996,999021.06,1043178.72,Home,655.15,5.0,41,27.6,1
CUST0997,383171.65,109868.51,Education,708.46,1.0,59,22.73,0
CUST0998,870158.47,947690.54,Car,659.06,1.0,50,44.49,0
CUST0999,1119216.63,804022.65,Business,564.62,2.0,34,48.53,1
CUST1000,1151344.55,789860.34,Car,654.79,0.0,39,64.14,0
